name,name:he,highway,lanes
יצחק רבין,יצחק רבין,secondary,4
יצחק רבין,יצחק רבין,secondary,3
יצחק רבין,יצחק רבין,secondary,3
יצחק רבין,יצחק רבין,secondary,2
בן צבי,בן צבי,secondary,2
בצלאל,בצלאל,tertiary,2
בן צבי,בן צבי,secondary,3
"רמב""ן","רמב""ן",tertiary,
רופין,רופין,tertiary,
ז'בוטינסקי,ז'בוטינסקי,tertiary,2
ז'בוטינסקי,ז'בוטינסקי,tertiary,2
ז'בוטינסקי,ז'בוטינסקי,tertiary,2
קרן היסוד,קרן היסוד,tertiary,1
ז'בוטינסקי,ז'בוטינסקי,tertiary,1
רופין,רופין,tertiary,2
קפלן,קפלן,tertiary,
רופין,רופין,tertiary,2
ירמיהו,ירמיהו,tertiary,2
משה זקס,זקס,tertiary,1
חיים קוליץ,חיים קוליץ,secondary,2
אריה דולצ'ין,אריה דולצ'ין,tertiary,1
אריה דולצ'ין,אריה דולצ'ין,tertiary,1
הכביש האמריקאי,הכביש האמריקאי,primary,2
הכביש האמריקאי,הכביש האמריקאי,primary,2
כביש אמריקאי דרום,כביש אמריקאי דרום,primary,1
הכביש האמריקאי,הכביש האמריקאי,primary,2
הכביש האמריקאי,הכביש האמריקאי,primary,2
הכביש האמריקאי,הכביש האמריקאי,primary,2
כביש אמריקאי דרום,כביש אמריקאי דרום,primary,1
אל-מכפה,אל-מכפה,tertiary,2
גולדה מאיר,גולדה מאיר,primary,3
גולדה מאיר,גולדה מאיר,tertiary,2
משה ברעם,משה ברעם,secondary,2
משה ברעם,משה ברעם,secondary,2
אשר וינר,אשר וינר,secondary,2
דרך חברון,דרך חברון,trunk,2
חברון,חברון,trunk,2
חברון,חברון,trunk,2
טאבאליה,טאבאליה,tertiary,2
חברון,חברון,trunk,3
טאבאליה,טאבאליה,tertiary,1
ארלוזורוב,ארלוזורוב,tertiary,1
דוד מרכוס,דוד מרכוס,tertiary,1
דוד מרכוס,דוד מרכוס,tertiary,1
דוד מרכוס,דוד מרכוס,tertiary,2
דוד מרכוס,דוד מרכוס,tertiary,1
יעקב שסקין,יעקב שסקין,tertiary,2
מרתין לותר קינג,מרתין לותר קינג,tertiary,1
מרתין לותר קינג,מרתין לותר קינג,tertiary,1
מרתין לותר קינג,מרתין לותר קינג,tertiary,2
בית לחם,בית לחם,tertiary,1
בית לחם,בית לחם,tertiary,1
יהודה,יהודה,tertiary,2
דרך חברון,דרך חברון,trunk,2
יהודה,יהודה,tertiary,2
רבקה,רבקה,tertiary,3
דרך חברון,דרך חברון,trunk,3
דרך חברון,דרך חברון,trunk,3
חנוך אלבק,חנוך אלבק,tertiary,2
אגרון,אגרון,tertiary,3
עזה,עזה,tertiary,1
אגרון,אגרון,tertiary,3
"רמב""ן","רמב""ן",tertiary,1
המלך ג׳ורג׳,המלך ג׳ורג׳,tertiary,2
אגרון,אגרון,tertiary,3
אגרון,אגרון,tertiary,3
אגרון,אגרון,tertiary,3
אגרון,אגרון,tertiary,3
אגרון,אגרון,tertiary,3
בן מיימון,בן מיימון,tertiary,3
עזה,עזה,tertiary,2
עזה,עזה,tertiary,2
המלך ג'ורג',המלך ג'ורג',tertiary,2
המלך ג׳ורג׳,המלך ג׳ורג׳,tertiary,1
בן מיימון,בן מיימון,tertiary,2
המלך ג׳ורג׳,המלך ג׳ורג׳,tertiary,1
דרך אריאל שרון,דרך אריאל שרון,trunk,2
מרטין בובר,מרטין בובר,tertiary,
שדרות צ'רצ'יל,צ'רצ'יל,tertiary,
שדרות צ'רצ'יל,שדרות צ'רצ'יל,tertiary,
שערי צדק,שערי צדק,tertiary,1
לבציון,לבציון,tertiary,1
"זלמן שז""ר","זלמן שז""ר",tertiary,1
היכל המשפט,היכל המשפט,tertiary,2
שערי צדק,שערי צדק,tertiary,2
גשר החיים,גשר החיים,tertiary,
שדרות שמואל מאיר,שדרות שמואל מאיר,secondary,2
דרך חברון,דרך חברון,trunk,3
שדרות שמואל מאיר,שדרות שמואל מאיר,secondary,2
דרך אריאל שרון,דרך אריאל שרון,trunk,2
נווה יעקב,שדרות נווה יעקב,tertiary,1
מעגלות הרב פרדס,מעגלות הרב פרדס,tertiary,
שדרות נווה יעקב,שדרות נווה יעקב,tertiary,1
מעגלות הרב פרדס,מעגלות הרב פרדס,tertiary,
מעגלות הרב פרדס,מעגלות הרב פרדס,tertiary,
יגאל ידין,יגאל ידין,trunk,2
יגאל ידין,יגאל ידין,trunk,2
הרב דרוק,הרב דרוק,tertiary,2
הרב דרוק,הרב דרוק,tertiary,1
"אגודת ספורט בית""ר","אגודת ספורט בית""ר",secondary,2
אהרון שולוב,אהרון שולוב,tertiary,2
אהרון שולוב,אהרון שולוב,tertiary,
יצחק מודעי,יצחק מודעי,secondary,5
"אגודת ספורט בית""ר","אגודת ספורט בית""ר",secondary,3
יצחק מודעי,יצחק מודעי,secondary,2
דוד בנבנישתי,דוד בנבנישתי,secondary,3
"אגודת ספורט בית""ר","אגודת ספורט בית""ר",secondary,2
יצחק מודעי,יצחק מודעי,secondary,4
דוד בנבנישתי,דוד בנבנישתי,secondary,3
דוד בנבנישתי,דוד בנבנישתי,secondary,3
"אגודת ספורט בית""ר","אגודת ספורט בית""ר",secondary,2
אגודת ספורט מכבי,אגודת ספורט מכבי,tertiary,2
אגודת ספורט מכבי,אגודת ספורט מכבי,tertiary,2
אגודת ספורט מכבי,אגודת ספורט מכבי,tertiary,2
דוד בן-גוריון,דוד בן-גוריון,primary,3
דוד בן-גוריון,דוד בן-גוריון,primary,3
דוד בן-גוריון,דוד בן-גוריון,primary,3
דוד בן-גוריון,דוד בן-גוריון,primary,3
דוד בן-גוריון,דוד בן-גוריון,primary,3
מנחם בגין,מנחם בגין,motorway,3
גבעת שאול,גבעת שאול,tertiary,
מגיני ירושלים,מגיני ירושלים,tertiary,2
שדרות ויצמן,שדרות ויצמן,primary,5
הרב צבי יהודה,הרב צבי יהודה,tertiary,2
ימין אבות,ימין אבות,tertiary,1
הרב צבי יהודה,הרב צבי יהודה,tertiary,2
בית הדפוס,בית הדפוס,tertiary,2
בית הדפוס,בית הדפוס,tertiary,2
בית הדפוס,בית הדפוס,tertiary,2
פרבשטיין,פרבשטיין,tertiary,2
פרבשטיין,פרבשטיין,tertiary,2
פרבשטיין,פרבשטיין,tertiary,2
ימין אבות,ימין אבות,tertiary,1
פרבשטיין,פרבשטיין,tertiary,2
עקיבא אזולאי,עקיבא אזולאי,tertiary,1
כנפי נשרים,כנפי נשרים,tertiary,2
כנפי נשרים,כנפי נשרים,tertiary,2
כנפי נשרים,כנפי נשרים,tertiary,2
כנפי נשרים,כנפי נשרים,tertiary,2
כנפי נשרים,כנפי נשרים,tertiary,2
כנפי נשרים,כנפי נשרים,tertiary,2
כנפי נשרים,כנפי נשרים,tertiary,2
עולי הגרדום,עולי הגרדום,tertiary,2
אבו רביע,אבו רביע,tertiary,
בדאיה,בדאיה,tertiary,
الشياح,א שיח',tertiary,
ד'את אל-נטאקין,ד'את אל-נטאקין,tertiary,2
אל מראבטין,אל מראבטין,tertiary,2
כפר עציון,כפר עציון,tertiary,
חרשי ברזל,חרשי ברזל,tertiary,1
האומן,האומן,tertiary,2
האומן,האומן,tertiary,2
ג'בל אל ג'דיד,ג'בל אל ג'דיד,tertiary,
מדרסה אל ג'דידה,אל מדרסה אל ג'דידה,tertiary,
אל חורי אסקנדר,אל חורי אסקנדר,tertiary,
יעקב שסקין,יעקב שסקין,tertiary,1
אל-ח'לה,אל-ח'לה,tertiary,2
שרפאת,שרפאת,tertiary,2
תורה ועבודה,תורה ועבודה,tertiary,
החלמית,החלמית,tertiary,2
יריחו,יריחו,secondary,
יריחו,יריחו,secondary,
יריחו,יריחו,secondary,
יריחו,יריחו,secondary,
יריחו,יריחו,secondary,
الشياح,א שיח',tertiary,
שכם,שכם,tertiary,2
חיים ברלב,חיים ברלב,trunk,2
שכם,שכם,tertiary,2
שכם,שכם,tertiary,2
חיים ברלב,חיים ברלב,trunk,2
חיים ברלב,חיים ברלב,trunk,2
חיים ברלב,חיים ברלב,trunk,3
חיים ברלב,חיים ברלב,trunk,3
חיים ברלב,חיים ברלב,trunk,3
חיים ברלב,חיים ברלב,trunk,3
שכם,שכם,tertiary,
שכם,שכם,tertiary,2
שכם,שכם,tertiary,1
"מח""ל","מח""ל",tertiary,1
שכם,שכם,tertiary,1
שכם,שכם,tertiary,2
קלרמון-גנו,קלרמון-גנו,tertiary,1
מרטין בובר,מרטין בובר,tertiary,
שדרות שיירת הר הצופים,שדרות שיירת הר הצופים,tertiary,
שדרות שיירת הר הצופים,שיירת הר הצופים,tertiary,
בנימין מזר,מזר בנימין,tertiary,
מרטין בובר,מרטין בובר,tertiary,
מרטין בובר,מרטין בובר,tertiary,
מרטין בובר,מרטין בובר,tertiary,
מרטין בובר,מרטין בובר,tertiary,
בנימין מזר,בנימין מזר,tertiary,
בנימין מזר,בנימין מזר,tertiary,
מרטין בובר,מרטין בובר,tertiary,
מרטין בובר,מרטין בובר,tertiary,
מרטין בובר,מרטין בובר,tertiary,
מרטין בובר,מרטין בובר,tertiary,
מרטין בובר,מרטין בובר,tertiary,
מרטין בובר,מרטין בובר,tertiary,
מרטין בובר,מרטין בובר,tertiary,
מרטין בובר,מרטין בובר,tertiary,
מרטין בובר,מרטין בובר,tertiary,
מרטין בובר,מרטין בובר,tertiary,
דני אנג'ל,דני אנג'ל,tertiary,2
גולדה מאיר,גולדה מאיר,secondary,3
גולדה מאיר,גולדה מאיר,secondary,2
קרית מדע,קרית מדע,tertiary,
מנחם בגין,מנחם בגין,motorway,2
מנחם בגין,מנחם בגין,motorway,3
מנחם בגין,מנחם בגין,motorway,2
מנחם בגין,מנחם בגין,motorway,3
מנחם בגין,מנחם בגין,motorway,2
מנחם בגין,מנחם בגין,motorway,2
כביש המנהרות,כביש המנהרות,trunk,1
גולומב,גולומב,secondary,2
גולומב,גולומב,secondary,5
"אגודת ספורט בית""ר","אגודת ספורט בית""ר",secondary,2
"אגודת ספורט בית""ר","אגודת ספורט בית""ר",secondary,1
"אגודת ספורט בית""ר","אגודת ספורט בית""ר",secondary,3
הרוזמרין,הרוזמרין,trunk,2
הרוזמרין,הרוזמרין,secondary,2
הרוזמרין,הרוזמרין,secondary,2
כביש המנהרות,כביש המנהרות,trunk,2
הרוזמרין,הרוזמרין,trunk,2
הרוזמרין,הרוזמרין,secondary,2
"שח""ל","שח""ל",tertiary,2
מנחם בגין,מנחם בגין,motorway,2
מנחם בגין,מנחם בגין,motorway,3
עבד אלחמיד שומאן,עבד אלחמיד שומאן,secondary,2
יעקובזון,יעקובזון,tertiary,2
גבעת משה,גבעת משה,tertiary,
עלי הכהן,עלי הכהן,tertiary,
עלי הכהן,עלי הכהן,tertiary,
הנביאים,הנביאים,tertiary,2
גולדה מאיר,גולדה מאיר,tertiary,2
גבעת משה,גבעת משה,tertiary,
שדרות שמואל מאיר,שדרות שמואל מאיר,tertiary,2
כביש המנהרות,כביש המנהרות,trunk,2
הרוזמרין,הרוזמרין,secondary,2
המור,המור,tertiary,
שדרות שמואל מאיר,שדרות שמואל מאיר,tertiary,2
ליכטנשטיין,ליכטנשטיין,tertiary,
שדרות שמואל מאיר,שדרות שמואל מאיר,tertiary,2
הרב יצחק ניסים,הרב יצחק ניסים,tertiary,
יצחק ניסים,יצחק ניסים,tertiary,
שדרות שמואל מאיר,שדרות שמואל מאיר,secondary,2
חברון,חברון,trunk,3
מנחם בגין,מנחם בגין,motorway,3
יצחק רבין,יצחק רבין,secondary,4
גולומב,גולומב,secondary,4
מנחם בגין,מנחם בגין,motorway,3
מנחם בגין,מנחם בגין,motorway,2
שדרות שמואל מאיר,שדרות שמואל מאיר,secondary,2
חברון,חברון,trunk,3
התעשיה,התעשיה,tertiary,
התעשיה,התעשיה,tertiary,
האומן,האומן,tertiary,
שמואל בייט,שמואל בייט,tertiary,2
שמואל בייט,שמואל בייט,tertiary,2
הרצל,הרצל,tertiary,2
הרצל,הרצל,tertiary,2
שמואל בייט,שמואל בייט,tertiary,2
הרצל,הרצל,tertiary,2
שמואל בייט,שמואל בייט,tertiary,2
יפה נוף,יפה נוף,primary,2
שמואל בייט,שמואל בייט,tertiary,2
יפה נוף,יפה נוף,primary,2
הרצל,הרצל,tertiary,3
יפה נוף,יפה נוף,primary,2
יפה נוף,יפה נוף,primary,2
שמואל בייט,שמואל בייט,tertiary,2
שמואל בייט,שמואל בייט,tertiary,4
שמואל בייט,שמואל בייט,tertiary,2
שמואל בייט,שמואל בייט,tertiary,2
הרצל,הרצל,tertiary,2
הרצל,הרצל,tertiary,2
שמואל בייט,שמואל בייט,tertiary,2
אביזוהר,אביזוהר,tertiary,1
אביזוהר,אביזוהר,tertiary,
שמואל בייט,שמואל בייט,tertiary,2
משה ברעם,משה ברעם,secondary,2
האומן,האומן,tertiary,1
האומן,האומן,tertiary,
התעשיה,התעשיה,tertiary,1
מנחם בגין,מנחם בגין,motorway,3
מנחם בגין,מנחם בגין,motorway,3
דוד בנבנישתי,דוד בנבנישתי,secondary,3
גולדה מאיר,גולדה מאיר,primary,2
אסירי ציון,אסירי ציון,tertiary,2
אסירי ציון,אסירי ציון,tertiary,1
שיבת ציון,שיבת ציון,tertiary,3
יגאל אלון,יגאל אלון,tertiary,2
הארי טרומן,הארי טרומן,tertiary,2
הארי טרומן,הארי טרומן,tertiary,3
יגאל אלון,יגאל אלון,tertiary,2
שדרות גולדה מאיר,שדרות גולדה מאיר,primary,3
שדרות גולדה מאיר,שדרות גולדה מאיר,primary,3
הקונגרס הציוני,הקונגרס הציוני,tertiary,2
גולדה מאיר,שדרות גולדה מאיר,primary,2
הקונגרס הציוני,הקונגרס הציוני,tertiary,1
שדרות גולדה מאיר,שדרות גולדה מאיר,primary,2
שדרות גולדה מאיר,שדרות גולדה מאיר,primary,3
"הרוא""ה",הרואה,tertiary,2
הרוא''ה,הרוא''ה,tertiary,1
הרוא''ה,הרוא''ה,tertiary,2
שיבת ציון,שיבת ציון,tertiary,2
אסירי ציון,אסירי ציון,tertiary,1
גולדה מאיר,שדרות גולדה מאיר,primary,2
שיבת ציון,שיבת ציון,tertiary,3
הארי טרומן,הארי טרומן,tertiary,2
גולדה מאיר,גולדה מאיר,primary,3
יגאל אלון,יגאל אלון,tertiary,2
גולדה מאיר,גולדה מאיר,primary,2
גולדה מאיר,גולדה מאיר,primary,2
יצחק מירסקי,יצחק מירסקי,tertiary,1
יצחק מירסקי,יצחק מירסקי,tertiary,2
מוזס,מוזס זגפריד,tertiary,
"בית""ר","בית""ר",tertiary,2
רבקה,רבקה,tertiary,2
